character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/ZZZ_idrinth-no-upkeep				
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	10	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	11	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	12	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	13	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	14	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	15	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	16	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	17	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	18	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	19	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	1	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	20	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	21	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	22	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	23	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	24	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	25	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	26	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	27	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	28	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	29	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	2	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	30	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	31	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	32	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	33	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	34	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	35	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	36	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	37	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	38	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	39	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	3	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	40	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	41	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	42	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	43	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	44	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	45	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	46	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	47	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	48	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	49	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	4	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	5	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	6	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	7	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	8	character_to_character_own	-5.0000
idrinth_wh3_main_agent_scaling	idrinth_unit_upkeep_mod_conditional	9	character_to_character_own	-5.0000
